year2,state,fage4,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2003,19,l) Left Censored,11279,21345,671485,669371,1033,4.8,1068,5,65564,19571,45993,2.9,9.8,61335,10264,51071,1.5,9.2,4229,0.6,18.4,0,353,354,2829
2003,20,a) 0,4616,4634,27934,13967,4634,200,0,0,27934,27934,0,200,200,0,0,0,0,0,27934,200,0,0,,,
2003,20,b) 1,3553,3616,27849,29324,8,0.2,1043,24.9,5845,115,5730,0.4,19.9,8794,5294,3500,18.1,30,-2949,-10.1,39.8,0,818,818,4235
2003,20,c) 2,3016,3070,23137,24193,123,3.7,567,17.1,4065,454,3611,1.9,16.8,6176,3044,3132,12.6,25.5,-2111,-8.7,33.6,0,439,439,2493
2003,20,d) 3,2766,2822,25373,25608,117,3.9,450,15,4469,682,3787,2.7,17.5,4939,2189,2750,8.5,19.3,-470,-1.8,35,0,362,362,1667
2003,20,e) 4,2529,2667,22025,22156,126,4.5,343,12.3,3893,776,3117,3.5,17.6,4154,1468,2686,6.6,18.7,-261,-1.1,35.2,0,252,252,1116
2003,20,f) 5,2487,2739,25917,26578,116,4.1,290,10.2,3737,649,3088,2.4,14.1,5059,1991,3068,7.5,19,-1322,-4.9,28.2,0,220,220,1034
2003,20,g) 6 to 10,9017,9422,90910,91246,407,4.2,932,9.6,15061,4958,10103,5.4,16.5,15732,4831,10901,5.3,17.2,-671,-0.7,33,0,709,710,3852
2003,20,h) 11 to 15,6211,6912,86280,86579,245,3.5,561,7.9,11791,2140,9651,2.5,13.6,12388,4933,7455,5.7,14.3,-597,-0.7,27.2,0,401,401,3257
2003,20,i) 16 to 20,5407,6287,87706,88159,239,3.7,419,6.6,10525,2490,8035,2.8,11.9,11430,2925,8505,3.3,13,-905,-1.1,23.8,0,276,276,1719
2003,20,j) 21 to 25,4158,5012,73894,72896,188,3.7,271,5.3,10630,3585,7045,4.9,14.6,8634,1960,6674,2.7,11.8,1996,2.8,23.6,0,180,181,1050
2003,20,k) 26+,935,1906,34726,34803,89,4.6,105,5.5,3735,714,3021,2.1,10.7,3889,1418,2471,4.1,11.2,-154,-0.5,21.4,0,38,47,219
2003,20,l) Left Censored,9101,18295,577826,575696,949,5.2,871,4.8,63862,23620,40242,4.1,11.1,59601,14984,44617,2.6,10.4,4261,0.7,20.8,0,320,320,2841
2003,21,a) 0,5299,5329,34292,17146,5329,200,0,0,34292,34292,0,200,200,0,0,0,0,0,34292,200,0,0,,,
2003,21,b) 1,4187,4253,33939,36177,22,0.5,1173,24,8163,269,7894,0.7,22.6,12638,7823,4815,21.6,34.9,-4475,-12.3,45.2,0,939,939,5646
2003,21,c) 2,3659,3730,28654,29849,168,4.2,638,16,6048,722,5326,2.4,20.3,8438,3685,4753,12.3,28.3,-2390,-8,40.6,0,542,542,3397
2003,21,d) 3,3286,3403,28975,30022,118,3.2,544,15,5197,522,4675,1.7,17.3,7291,3815,3476,12.7,24.3,-2094,-7,34.6,0,445,445,3428
2003,21,e) 4,3164,3387,35703,35841,128,3.6,408,11.5,5810,821,4989,2.3,16.2,6086,2142,3944,6,17,-276,-0.8,32.4,0,326,326,1548
2003,21,f) 5,2969,3264,30197,31223,134,3.9,391,11.5,5001,927,4074,3,16,7052,2480,4572,7.9,22.6,-2051,-6.6,32,0,294,294,1799
2003,21,g) 6 to 10,11159,11758,122929,123632,450,3.7,1188,9.8,19901,3142,16759,2.5,16.1,21307,7131,14176,5.8,17.2,-1406,-1.1,32.2,0,896,898,5777
2003,21,h) 11 to 15,8071,9016,117755,118728,285,3.1,704,7.6,17817,4227,13590,3.6,15,19762,5435,14327,4.6,16.6,-1945,-1.6,30,0,469,501,2993
2003,21,i) 16 to 20,6920,8140,131088,131590,262,3.2,480,5.8,15187,1934,13253,1.5,11.5,16190,4427,11763,3.4,12.3,-1003,-0.8,23,0,335,337,2560
2003,21,j) 21 to 25,4362,5434,100899,101228,142,2.6,325,5.9,11142,1827,9315,1.8,11,11800,3508,8292,3.5,11.7,-658,-0.7,22,0,216,216,1521
2003,21,k) 26+,1035,2177,52645,52698,89,4.1,94,4.3,6191,917,5274,1.7,11.7,6296,1115,5181,2.1,11.9,-105,-0.2,23.4,0,32,32,114
2003,21,l) Left Censored,9940,22437,758677,756337,1257,5.6,938,4.2,77143,25323,51820,3.3,10.2,72463,15267,57196,2,9.6,4680,0.6,19.2,0,326,328,2809
2003,22,a) 0,6308,6350,44744,22372,6350,200,0,0,44744,44744,0,200,200,0,0,0,0,0,44744,200,0,0,,,
2003,22,b) 1,4889,4970,45552,46231,18,0.3,1418,24.7,11820,183,11637,0.4,25.6,13178,8357,4821,18.1,28.5,-1358,-2.9,51.2,0,1162,1162,7529
2003,22,c) 2,4197,4297,45218,42918,184,4,720,15.7,12767,853,11914,2,29.7,8167,3403,4764,7.9,19,4600,10.7,38,0,595,595,2974
2003,22,d) 3,3719,3857,46415,46537,147,3.6,558,13.6,8102,1447,6655,3.1,17.4,8346,2812,5534,6,17.9,-244,-0.5,34.8,0,463,463,2472
2003,22,e) 4,3408,3559,34269,34257,167,4.5,460,12.4,6345,1149,5196,3.4,18.5,6321,2755,3566,8,18.5,24,0,37,0,354,354,2024
2003,22,f) 5,3402,3743,40012,41319,153,3.9,404,10.4,6790,1077,5713,2.6,16.4,9404,3738,5666,9,22.8,-2614,-6.4,32.8,0,319,319,3036
2003,22,g) 6 to 10,12920,13333,156511,158339,522,3.8,1246,9.1,25966,3582,22384,2.3,16.4,29621,12411,17210,7.8,18.7,-3655,-2.3,32.8,0,964,966,10303
2003,22,h) 11 to 15,8555,9667,131728,132454,356,3.6,688,7,19742,2144,17598,1.6,14.9,21193,5083,16110,3.8,16,-1451,-1.1,29.8,0,487,488,2712
2003,22,i) 16 to 20,7772,9199,143916,142942,290,3.1,526,5.6,18043,2262,15781,1.6,12.6,16095,3505,12590,2.5,11.3,1948,1.3,22.6,0,378,379,2425
2003,22,j) 21 to 25,6287,7826,137476,134628,226,2.8,415,5.2,19976,3581,16395,2.7,14.8,14280,2479,11801,1.8,10.6,5696,4.2,21.2,0,277,278,1340
2003,22,k) 26+,1180,2208,42893,42531,97,4.4,78,3.5,5654,893,4761,2.1,13.3,4929,864,4065,2,11.6,725,1.7,23.2,0,42,43,231
2003,22,l) Left Censored,10842,23853,719215,719803,1333,5.6,1039,4.4,75261,23396,51865,3.3,10.5,76436,17012,59424,2.4,10.6,-1175,-0.1,21,0,358,359,2951
2003,23,a) 0,2488,2504,13984,6992,2504,200,0,0,13984,,,,200,0,0,0,0,0,13984,200,0,1,,,
2003,23,b) 1,2006,2026,12328,13408,4,0.2,574,24.6,2631,,,,19.6,4791,3036,1755,22.6,35.7,-2160,-16.1,39.2,1,411,411,2527
2003,23,c) 2,1812,1842,11225,11326,88,4.5,265,13.6,2014,242,1772,2.1,17.8,2216,974,1242,8.6,19.6,-202,-1.8,35.6,0,191,191,707
2003,23,d) 3,1588,1649,12344,12172,84,4.9,226,13.1,2303,675,1628,5.5,18.9,1959,982,977,8.1,16.1,344,2.8,32.2,0,170,171,884
2003,23,e) 4,1543,1581,10862,11205,72,4.4,183,11.1,1557,370,1187,3.3,13.9,2243,785,1458,7,20,-686,-6.1,27.8,0,137,137,620
2003,23,f) 5,1432,1622,13785,13745,66,3.9,190,11.2,1867,233,1634,1.7,13.6,1787,728,1059,5.3,13,80,0.6,26,0,135,135,607
2003,23,g) 6 to 10,5160,5282,41826,42116,214,3.9,490,9,6193,1104,5089,2.6,14.7,6773,2520,4253,6,16.1,-580,-1.4,29.4,0,348,348,2018
2003,23,h) 11 to 15,3715,3985,36792,37034,149,3.7,277,6.8,4419,615,3804,1.7,11.9,4902,1154,3748,3.1,13.2,-483,-1.3,23.8,0,185,185,759
2003,23,i) 16 to 20,3074,3590,46925,47412,149,4.1,230,6.3,4391,648,3743,1.4,9.3,5365,1301,4064,2.7,11.3,-974,-2,18.6,0,154,154,975
2003,23,j) 21 to 25,1964,2465,40327,40996,98,3.9,137,5.5,3686,852,2834,2.1,9,5024,1372,3652,3.3,12.3,-1338,-3.3,18,0,69,69,751
2003,23,k) 26+,441,990,20218,20410,61,6.2,33,3.4,1968,342,1626,1.7,9.6,2352,388,1964,1.9,11.5,-384,-1.9,19.2,0,13,15,198
2003,23,l) Left Censored,3989,7483,221144,221958,351,4.7,363,4.8,23084,6312,16772,2.8,10.4,24711,7068,17643,3.2,11.1,-1627,-0.7,20.8,0,114,114,826
2003,24,a) 0,8726,8769,57381,28691,8769,200,0,0,57381,57381,0,200,200,0,0,0,0,0,57381,200,0,0,,,
2003,24,b) 1,6961,7043,56541,58183,14,0.2,1870,23.2,12575,83,12492,0.1,21.6,15859,9634,6225,16.6,27.3,-3284,-5.7,43.2,0,1408,1408,7944
2003,24,c) 2,5788,5878,44476,44988,268,4.3,954,15.2,9998,1281,8717,2.8,22.2,11021,5222,5799,11.6,24.5,-1023,-2.3,44.4,0,726,726,4352
2003,24,d) 3,5171,5364,45108,44966,256,4.6,690,12.3,8582,1623,6959,3.6,19.1,8298,3703,4595,8.2,18.5,284,0.6,37,0,514,514,2861
2003,24,e) 4,4801,5054,52021,53092,272,5.2,654,12.4,9221,2128,7093,4,17.4,11362,3574,7788,6.7,21.4,-2141,-4,34.8,0,492,492,3003
2003,24,f) 5,4526,4909,48842,48953,215,4.2,498,9.8,8978,2797,6181,5.7,18.3,9199,3222,5977,6.6,18.8,-221,-0.5,36.6,0,353,353,2161
2003,24,g) 6 to 10,16921,17459,188300,189673,711,3.9,1702,9.4,27917,3949,23968,2.1,14.7,30662,9614,21048,5.1,16.2,-2745,-1.5,29.4,0,1235,1235,7630
2003,24,h) 11 to 15,12342,13709,192136,192285,593,4.2,1036,7.4,29390,6722,22668,3.5,15.3,29687,8356,21331,4.3,15.4,-297,-0.1,30.6,0,665,666,4580
2003,24,i) 16 to 20,9666,11167,180156,179710,395,3.5,700,6.2,22918,3788,19130,2.1,12.8,22026,6534,15492,3.6,12.3,892,0.5,24.6,0,462,462,3652
2003,24,j) 21 to 25,6000,7412,141003,137650,256,3.4,391,5.2,21695,4203,17492,3.1,15.8,14988,3499,11489,2.5,10.9,6707,4.9,21.8,0,232,232,1529
2003,24,k) 26+,1336,2570,67219,67267,110,4.3,130,5,7173,1720,5453,2.6,10.7,7268,1712,5556,2.5,10.8,-95,-0.1,21.4,0,39,39,378
2003,24,l) Left Censored,12516,28336,1004290,1004973,1718,6.1,1365,4.8,111678,31740,79938,3.2,11.1,113044,24277,88767,2.4,11.2,-1366,-0.1,22.2,0,373,373,3261
2003,25,a) 0,11816,11876,62263,31132,11876,200,0,0,62263,62263,0,200,200,0,0,0,0,0,62263,200,0,0,,,
2003,25,b) 1,8416,8509,66026,67954,23,0.2,2147,22.2,15117,609,14508,0.9,22.2,18972,10988,7984,16.2,27.9,-3855,-5.7,44.4,0,1600,1600,9213
2003,25,c) 2,7381,7522,58877,59962,292,3.6,1282,15.9,10592,1172,9420,2,17.7,12762,6128,6634,10.2,21.3,-2170,-3.6,35.4,0,1017,1017,5296
2003,25,d) 3,6721,6953,54298,55634,304,4.1,1053,14.3,9267,1542,7725,2.8,16.7,11939,5030,6909,9,21.5,-2672,-4.8,33.4,0,805,805,4256
2003,25,e) 4,6757,7013,59688,60486,285,3.9,947,12.8,10518,2434,8084,4,17.4,12113,5230,6883,8.6,20,-1595,-2.6,34.8,0,706,706,4115
2003,25,f) 5,5644,6062,62950,63774,280,4.4,695,11,10915,1953,8962,3.1,17.1,12562,5053,7509,7.9,19.7,-1647,-2.6,34.2,0,524,524,4199
2003,25,g) 6 to 10,21428,21954,225623,230663,828,3.6,2150,9.5,32439,4467,27972,1.9,14.1,42519,13861,28658,6,18.4,-10080,-4.3,28.2,0,1597,1597,11488
2003,25,h) 11 to 15,15187,16713,233551,238029,587,3.4,1251,7.3,28049,4848,23201,2,11.8,37005,12327,24678,5.2,15.5,-8956,-3.7,23.6,0,814,814,7492
2003,25,i) 16 to 20,13705,16086,270281,272984,595,3.6,980,6,34073,7954,26119,2.9,12.5,39479,10447,29032,3.8,14.5,-5406,-2,25,0,612,625,4636
2003,25,j) 21 to 25,8897,10914,242734,242378,329,3,571,5.2,25891,5718,20173,2.4,10.7,25179,6305,18874,2.6,10.4,712,0.3,20.8,0,362,363,2614
2003,25,k) 26+,1901,3527,115097,114836,164,4.6,182,5.1,14350,4251,10099,3.7,12.5,13828,1678,12150,1.5,12,522,0.5,24,0,65,65,487
2003,25,l) Left Censored,20811,40284,1512491,1521585,2213,5.5,2493,6.2,169995,45849,124146,3,11.2,188183,58899,129284,3.9,12.4,-18188,-1.2,22.4,0,717,720,6449
2003,26,a) 0,13859,13969,102874,51437,13969,200,0,0,102874,102874,0,200,200,0,0,0,0,0,102874,200,0,0,,,
2003,26,b) 1,11078,11259,103307,106875,41,0.3,3251,25,24941,458,24483,0.4,23.3,32077,18277,13800,17.1,30,-7136,-6.7,46.6,0,2472,2472,15694
2003,26,c) 2,9138,9381,79332,86376,522,5.2,1726,17.2,16494,1791,14703,2.1,19.1,30581,16202,14379,18.8,35.4,-14087,-16.3,38.2,0,1322,1323,14753
2003,26,d) 3,8435,8701,78051,80889,420,4.6,1383,15,14026,1955,12071,2.4,17.3,19702,9312,10390,11.5,24.4,-5676,-7.1,34.6,0,1038,1038,8072
2003,26,e) 4,7854,8298,81461,84557,441,5.1,1135,13,14782,3398,11384,4,17.5,20974,8289,12685,9.8,24.8,-6192,-7.3,35,0,849,849,5883
2003,26,f) 5,7523,8221,86453,86847,393,4.6,1040,12.1,16638,2809,13829,3.2,19.2,17426,7943,9483,9.1,20.1,-788,-0.9,38.4,0,770,770,6494
2003,26,g) 6 to 10,29918,31063,315765,319915,1270,3.9,3322,10.3,51800,7926,43874,2.5,16.2,60099,23342,36757,7.3,18.8,-8299,-2.6,32.4,0,2363,2363,18999
2003,26,h) 11 to 15,21031,23472,308011,307542,855,3.6,1909,7.9,47902,8489,39413,2.8,15.6,46966,14383,32583,4.7,15.3,936,0.3,30.6,0,1259,1259,9022
2003,26,i) 16 to 20,17426,20627,332415,334999,651,3.1,1444,6.9,40084,8658,31426,2.6,12,45251,13137,32114,3.9,13.5,-5167,-1.5,24,0,817,925,6845
2003,26,j) 21 to 25,11913,14640,248471,251503,432,2.9,837,5.6,30099,6350,23749,2.5,12,36162,9493,26669,3.8,14.4,-6063,-2.4,24,0,501,501,4330
2003,26,k) 26+,2504,4505,93918,96933,225,5,243,5.4,13052,2569,10483,2.7,13.5,19082,3081,16001,3.2,19.7,-6030,-6.2,27,0,95,95,680
2003,26,l) Left Censored,24261,53942,2015094,2023526,2890,5.4,2761,5.1,222861,72883,149978,3.6,11,239725,44985,194740,2.2,11.8,-16864,-0.8,22,0,825,835,8514
2003,27,a) 0,9280,9311,56601,28301,9311,200,0,0,56601,56601,0,200,200,0,0,0,0,0,56601,200,0,0,,,
2003,27,b) 1,7101,7226,60400,62227,36,0.4,1864,22.6,12981,637,12344,1,20.9,16634,10384,6250,16.7,26.7,-3653,-5.8,41.8,0,1240,1240,8704
2003,27,c) 2,6050,6161,48581,47513,285,4.3,965,14.7,10826,2744,8082,5.8,22.8,8689,3734,4955,7.9,18.3,2137,4.5,36.6,0,694,694,2950
2003,27,d) 3,5478,5624,48536,48990,287,4.9,775,13.1,8932,1454,7478,3,18.2,9839,3513,6326,7.2,20.1,-907,-1.9,36.4,0,549,549,2891
2003,27,e) 4,5018,5327,54157,54133,272,4.9,668,12,8302,1494,6808,2.8,15.3,8254,3045,5209,5.6,15.2,48,0.1,30.4,0,462,462,2404
2003,27,f) 5,4839,5440,55292,55173,292,5.2,551,9.8,8835,1853,6982,3.4,16,8596,2889,5707,5.2,15.6,239,0.4,31.2,0,392,392,2336
2003,27,g) 6 to 10,18299,19084,196575,197271,801,4.1,1882,9.5,31057,5076,25981,2.6,15.7,32449,11954,20495,6.1,16.4,-1392,-0.7,31.4,0,1341,1341,9636
2003,27,h) 11 to 15,12404,13646,173608,175041,440,3.1,1033,7.4,22379,2938,19441,1.7,12.8,25244,7800,17444,4.5,14.4,-2865,-1.6,25.6,0,701,701,5014
2003,27,i) 16 to 20,9657,11783,218314,217720,418,3.5,755,6.3,29984,6755,23229,3.1,13.8,28795,9147,19648,4.2,13.2,1189,0.6,26.4,0,469,470,3868
2003,27,j) 21 to 25,6765,8572,165969,168873,363,4.2,459,5.3,18607,5939,12668,3.5,11,24415,4482,19933,2.7,14.5,-5808,-3.5,22,0,291,292,2406
2003,27,k) 26+,1620,2945,75651,75158,124,4.2,131,4.4,9008,1617,7391,2.2,12,8022,1141,6881,1.5,10.7,986,1.3,21.4,0,56,56,279
2003,27,l) Left Censored,14774,30792,1222028,1225346,1749,5.7,1612,5.2,143067,50141,92926,4.1,11.7,149702,38506,111196,3.1,12.2,-6635,-0.5,23.4,0,461,462,6686
2003,28,a) 0,3978,4009,24768,12384,4009,200,0,0,24768,24768,0,200,200,0,0,0,0,0,24768,200,0,0,,,
2003,28,b) 1,2925,2962,24751,26314,11,0.3,953,27.4,6235,128,6107,0.5,23.7,9361,6043,3318,23,35.6,-3126,-11.9,47.4,0,795,795,4947
2003,28,c) 2,2458,2510,20864,21161,117,4.3,455,16.9,4317,542,3775,2.6,20.4,4911,2308,2603,10.9,23.2,-594,-2.8,40.8,0,373,373,2017
2003,28,d) 3,2169,2266,17996,18290,108,4.5,333,13.9,3661,548,3113,3,20,4248,2238,2010,12.2,23.2,-587,-3.2,40,0,268,268,1787
2003,28,e) 4,2126,2233,19262,20969,105,4.5,299,12.8,2959,578,2381,2.8,14.1,6372,2822,3550,13.5,30.4,-3413,-16.3,28.2,0,243,243,2450
2003,28,f) 5,1977,2198,19603,19943,95,4.2,242,10.6,3265,656,2609,3.3,16.4,3944,1388,2556,7,19.8,-679,-3.4,32.8,0,189,189,1023
2003,28,g) 6 to 10,7446,7768,82161,83613,349,4.3,837,10.4,13299,2172,11127,2.6,15.9,16202,5383,10819,6.4,19.4,-2903,-3.5,31.8,0,667,667,4319
2003,28,h) 11 to 15,4739,5259,67719,66485,200,3.7,448,8.3,12531,5955,6576,9,18.8,10062,3089,6973,4.6,15.1,2469,3.7,30.2,0,338,338,2612
2003,28,i) 16 to 20,4448,5165,76259,75560,181,3.5,301,5.7,9270,1559,7711,2.1,12.3,7872,2286,5586,3,10.4,1398,1.9,20.8,0,208,211,1685
2003,28,j) 21 to 25,3174,3961,68403,68772,118,2.9,227,5.6,8559,1535,7024,2.2,12.4,9297,1901,7396,2.8,13.5,-738,-1.1,24.8,0,158,158,1096
2003,28,k) 26+,743,1218,35877,35390,54,4.4,52,4.3,4179,879,3300,2.5,11.8,3205,339,2866,1,9.1,974,2.7,18.2,0,33,33,171
2003,28,l) Left Censored,6574,14848,446432,446315,866,5.9,648,4.4,46804,11975,34829,2.7,10.5,46570,8223,38347,1.8,10.4,234,0.1,20.8,0,258,258,1613
2003,29,a) 0,10580,10632,59834,29917,10632,200,0,0,59834,59834,0,200,200,0,0,0,0,0,59834,200,0,0,,,
2003,29,b) 1,7655,7749,61796,64117,29,0.3,2376,26.3,14181,766,13415,1.2,22.1,18823,10715,8108,16.7,29.4,-4642,-7.3,44.2,0,1935,1937,8412
2003,29,c) 2,5839,5999,45283,45205,294,4.5,1149,17.7,10523,1223,9300,2.7,23.3,10366,4883,5483,10.8,22.9,157,0.4,45.8,0,911,911,4072
2003,29,d) 3,5657,5858,48705,49603,260,4.2,914,14.7,9045,1238,7807,2.5,18.2,10841,5142,5699,10.4,21.9,-1796,-3.7,36.4,0,722,722,4471
2003,29,e) 4,5025,5268,50049,50134,213,3.8,727,13.1,9806,989,8817,2,19.6,9975,3809,6166,7.6,19.9,-169,-0.3,39.2,0,574,574,3142
2003,29,f) 5,4654,5107,56947,56013,223,4.2,604,11.4,11112,1497,9615,2.7,19.8,9243,3468,5775,6.2,16.5,1869,3.3,33,0,482,482,3091
2003,29,g) 6 to 10,18122,18882,190545,191800,813,4.2,2037,10.4,30586,4796,25790,2.5,15.9,33096,11316,21780,5.9,17.3,-2510,-1.4,31.8,0,1547,1547,9175
2003,29,h) 11 to 15,12556,13920,177055,176697,571,4,1075,7.6,28325,6092,22233,3.4,16,27608,8045,19563,4.6,15.6,717,0.4,31.2,0,737,737,4732
2003,29,i) 16 to 20,10984,13016,231092,230037,461,3.5,837,6.3,25895,3325,22570,1.4,11.3,23784,6990,16794,3,10.3,2111,1,20.6,0,529,529,3727
2003,29,j) 21 to 25,7245,9096,162333,163299,293,3.2,481,5.2,18900,4661,14239,2.9,11.6,20831,5610,15221,3.4,12.8,-1931,-1.2,23.2,0,316,316,2175
2003,29,k) 26+,1607,3290,81618,82153,136,4.1,163,4.9,8629,1829,6800,2.2,10.5,9698,2423,7275,2.9,11.8,-1069,-1.3,21,0,67,70,461
2003,29,l) Left Censored,15672,34327,1211859,1207560,1929,5.6,1719,5,127524,29587,97937,2.5,10.6,118927,28298,90629,2.3,9.8,8597,0.8,19.6,0,566,569,6418
2003,30,a) 0,2367,2375,10727,5364,2375,200,0,0,10727,10727,0,200,200,0,0,0,0,0,10727,200,0,0,,,
2003,30,b) 1,1846,1873,10818,11039,9,0.4,483,22.6,2340,53,2287,0.5,21.2,2782,1601,1181,14.5,25.2,-442,-4,42.4,0,342,342,1306
2003,30,c) 2,1585,1601,8912,9047,83,4.9,277,16.2,1698,276,1422,3.1,18.8,1967,956,1011,10.6,21.7,-269,-2.9,37.6,0,194,194,757
2003,30,d) 3,1455,1494,10274,9855,86,5.5,199,12.7,2471,931,1540,9.4,25.1,1633,700,933,7.1,16.6,838,8.5,33.2,0,144,144,556
2003,30,e) 4,1321,1366,9562,9494,77,5.5,137,9.8,1662,224,1438,2.4,17.5,1526,608,918,6.4,16.1,136,1.4,32.2,0,106,106,499
2003,30,f) 5,1297,1398,11802,11783,78,5.4,159,11,1651,368,1283,3.1,14,1613,529,1084,4.5,13.7,38,0.3,27.4,0,109,109,425
2003,30,g) 6 to 10,4629,4738,34827,35342,224,4.6,414,8.5,5257,843,4414,2.4,14.9,6287,2465,3822,7,17.8,-1030,-2.9,29.8,0,284,284,2023
2003,30,h) 11 to 15,2787,2965,26228,27118,126,4.2,230,7.6,3364,747,2617,2.8,12.4,5143,1136,4007,4.2,19,-1779,-6.6,24.8,0,156,156,666
2003,30,i) 16 to 20,2267,2590,31564,31635,107,4.1,188,7.1,3873,854,3019,2.7,12.2,4015,967,3048,3.1,12.7,-142,-0.5,24.4,0,126,126,554
2003,30,j) 21 to 25,1756,2222,27673,27900,78,3.5,143,6.3,2988,620,2368,2.2,10.7,3442,853,2589,3.1,12.3,-454,-1.6,21.4,0,85,86,438
2003,30,k) 26+,375,602,9479,9255,21,3.4,35,5.7,1433,198,1235,2.1,15.5,984,221,763,2.4,10.6,449,4.9,21.2,0,19,19,81
2003,30,l) Left Censored,2928,5466,113365,113361,295,5.4,293,5.4,12058,3992,8066,3.5,10.6,12050,2899,9151,2.6,10.6,8,0,21.2,0,95,95,449
2003,31,a) 0,2847,2857,16231,8116,2857,200,0,0,16231,16231,0,200,200,0,0,0,0,0,16231,200,0,0,,,
2003,31,b) 1,2346,2410,16248,16559,19,0.7,578,21.3,4245,115,4130,0.7,25.6,4867,2765,2102,16.7,29.4,-622,-3.8,51.2,0,436,436,2373
2003,31,c) 2,2073,2114,15741,15998,93,4.1,339,15,2894,347,2547,2.2,18.1,3407,1493,1914,9.3,21.3,-513,-3.2,36.2,0,264,264,1241
2003,31,d) 3,1869,1923,15098,14861,82,4.1,246,12.2,2919,263,2656,1.8,19.6,2445,982,1463,6.6,16.5,474,3.1,33,0,180,180,718
2003,31,e) 4,1670,1752,21850,22056,88,4.9,194,10.7,2354,497,1857,2.3,10.7,2765,741,2024,3.4,12.5,-411,-1.8,21.4,0,139,139,549
2003,31,f) 5,1615,1789,21452,22021,76,4.1,179,9.7,3907,1210,2697,5.5,17.7,5045,895,4150,4.1,22.9,-1138,-5.2,35.4,0,142,142,771
2003,31,g) 6 to 10,6095,6341,54276,55259,231,3.5,566,8.7,7468,1166,6302,2.1,13.5,9434,2872,6562,5.2,17.1,-1966,-3.6,27,0,418,418,2047
2003,31,h) 11 to 15,4360,4829,59297,59887,191,3.9,353,7.2,7060,2300,4760,3.8,11.8,8239,2072,6167,3.5,13.8,-1179,-2,23.6,0,234,234,1306
2003,31,i) 16 to 20,3792,4376,73409,71649,134,3,247,5.6,11059,1200,9859,1.7,15.4,7539,2754,4785,3.8,10.5,3520,4.9,21,0,157,157,978
2003,31,j) 21 to 25,2876,3504,57575,57787,106,3,213,6,7761,3219,4542,5.6,13.4,8185,1513,6672,2.6,14.2,-424,-0.8,26.8,0,141,141,786
2003,31,k) 26+,669,1230,24837,24966,48,3.9,54,4.4,2773,906,1867,3.6,11.1,3030,1003,2027,4,12.1,-257,-1,22.2,0,31,32,569
2003,31,l) Left Censored,6666,12327,382865,377524,656,5.3,569,4.6,48436,10977,37459,2.9,12.8,37754,8719,29035,2.3,10,10682,2.8,20,0,209,209,1410
2003,32,a) 0,5288,5349,38780,19390,5349,200,0,0,38780,38780,0,200,200,0,0,0,0,0,38780,200,0,0,,,
2003,32,b) 1,3649,3684,37212,37024,16,0.4,1203,27.8,10186,133,10053,0.4,27.5,9809,5743,4066,15.5,26.5,377,1,53,0,990,990,4546
2003,32,c) 2,2854,2916,30454,30529,158,5,614,19.3,7212,705,6507,2.3,23.6,7362,3260,4102,10.7,24.1,-150,-0.5,47.2,0,504,504,2822
2003,32,d) 3,2475,2525,30603,29173,127,4.7,427,15.9,7951,965,6986,3.3,27.3,5091,2272,2819,7.8,17.5,2860,9.8,35,0,347,347,1766
2003,32,e) 4,2230,2351,28598,29199,128,5.2,337,13.7,5118,536,4582,1.8,17.5,6320,2614,3706,9,21.6,-1202,-4.1,35,0,269,269,2263
2003,32,f) 5,1979,2164,31800,31635,110,4.9,279,12.3,5546,843,4703,2.7,17.5,5215,2325,2890,7.3,16.5,331,1,33,0,225,225,1572
2003,32,g) 6 to 10,6069,6422,117003,118752,342,5.1,762,11.4,18612,3851,14761,3.2,15.7,22109,4869,17240,4.1,18.6,-3497,-2.9,31.4,0,597,597,3924
2003,32,h) 11 to 15,3542,4083,68240,67500,194,4.7,327,7.9,10533,2376,8157,3.5,15.6,9052,2639,6413,3.9,13.4,1481,2.2,26.8,0,225,225,1549
2003,32,i) 16 to 20,2551,3406,68835,67588,228,6.7,222,6.5,10752,2950,7802,4.4,15.9,8257,1956,6301,2.9,12.2,2495,3.7,24.4,0,127,127,1005
2003,32,j) 21 to 25,1959,2516,65147,63685,123,4.8,150,5.9,8546,2029,6517,3.2,13.4,5621,1488,4133,2.3,8.8,2925,4.6,17.6,0,99,100,852
2003,32,k) 26+,417,971,55424,56500,50,5.2,39,4,5268,714,4554,1.3,9.3,7420,326,7094,0.6,13.1,-2152,-3.8,18.6,0,9,13,63
2003,32,l) Left Censored,3366,8711,391585,392467,802,9.3,590,6.9,45089,16582,28507,4.2,11.5,46852,14303,32549,3.6,11.9,-1763,-0.4,23,0,86,88,2754
2003,33,a) 0,2408,2429,12288,6144,2429,200,0,0,12288,,,,200,0,0,0,0,0,12288,200,0,1,,,
